id,nome,uf,populacao,pib,estado_id,codigo_ibg,OID_,MUNICIPIO,UF_1,MUNICIPI_1,UF_12,OID_1,C??digo_do,Munic??pio,Estado,Ano_de_Ref,C??digo__1,Prestador,Sigla_do_P,Abrang??nc,Tipo_de_se,Natureza_j,ES001___Po,ES002___Qu,ES003___Qu,ES004___Ex,ES005___Vo,ES006___Vo,ES007___Vo,ES008___Qu,ES009___Qu,ES012___Vo,ES013___Vo,ES014___Vo,ES015___Vo,ES026___Po,ES028___Co,OID_12,C??digo__2,Munic??p_1,Estado_1,Ano_de_R_1,Prestadore,Servi??os,POP_TOT__,AG001___Po,ES001____1
2639,Fagundes,PB,11405,48738,15,2506103,161,Aparecida,PB,Fagundes,PB,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,244,250610,Fagundes,PB,2015,"[25075000] Companhia de ??guas e Esgotos da Para??ba - CAGEPA, [25061040] PREFEITURA MUNICIPAL DE FAGUNDES - PMF","??gua, Res. S??lidos",11,37800000000,6,06700000000,0,00000000000
2640,Frei Martinho,PB,2933,14291,15,2506202,161,Aparecida,PB,Frei Martinho,PB,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,245,250620,Frei Martinho,PB,2015,"[25062011] Prefeitura Municipal de Frei Martinho - PMFM, [25075000] Companhia de ??guas e Esgotos da Para??ba - CAGEPA, [25062040] PREFEITURA MUNICIPAL DE FREI MARTINHO - PMFM","Esgoto, ??gua, Res. S??lidos",2,98600000000,2,14400000000,2,98400000000
2641,Gado Bravo,PB,8376,35814,15,2506251,161,Aparecida,PB,Gado Bravo,PB,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,246,250625,Gado Bravo,PB,2015,[25075000] Companhia de ??guas e Esgotos da Para??ba - CAGEPA,??gua,8,45000000000,0,00000000000,0,00000000000
2648,Ing??PB,18180,85951,15,2506806,161,Aparecida,PB,Ing??PB,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,253,250680,Ing??PB,2015,[25075000] Companhia de ??guas e Esgotos da Para??ba - CAGEPA,??gua,18,04200000000,12,80800000000,0,00000000000
2649,Itabaiana,PB,24481,132605,15,2506905,161,Aparecida,PB,Itabaiana,PB,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,254,250690,Itabaiana,PB,2015,[25075000] Companhia de ??guas e Esgotos da Para??ba - CAGEPA,??gua,24,56500000000,18,11900000000,0,00000000000
2652,Itatuba,PB,10201,58422,15,2507200,161,Aparecida,PB,Itatuba,PB,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,257,250720,Itatuba,PB,2015,"[25075000] Companhia de ??guas e Esgotos da Para??ba - CAGEPA, [25072040] Prefeitura Municipal de Itatuba - PMI","??gua, Res. S??lidos",10,73900000000,6,00800000000,0,00000000000
3773,Olho-d'??gua do Borges,RN,4295,21282,20,2408409,274,??gua Nova,RN,Olho-d'??gua do Borges,RN,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,0,0,,,0,,,0,00000000000,0,00000000000,0,00000000000
2834,Condado,PE,24282,118233,16,2604601,0,Araripina,PE,Condado,PB,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,227,250450,Condado,PB,2015,[25075000] Companhia de ??guas e Esgotos da Para??ba - CAGEPA,??gua,6,73300000000,6,18100000000,0,00000000000
2654,Jeric??,PB,7538,35694,15,2507408,161,Aparecida,PB,Jeric??,PB,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,259,250740,Jeric??,PB,2015,"[25074011] Prefeitura Municipal de Jeric?? - PMJ, [25075000] Companhia de ??guas e Esgotos da Para??ba - CAGEPA, [25074040] SECRETARIA MUNICIPAL DE SAUDE - SMS","Esgoto, ??gua, Res. S??lidos",7,71700000000,4,12900000000,4,83300000000
2597,Brejo dos Santos,PB,6198,27650,15,2502904,161,Aparecida,PB,Brejo dos Santos,PB,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,205,250290,Brejo dos Santos,PB,2015,[25075000] Companhia de ??guas e Esgotos da Para??ba - CAGEPA,??gua,6,41300000000,5,09700000000,0,00000000000
2675,Massaranduba,PB,12902,55359,15,2509206,161,Aparecida,PB,Massaranduba,PB,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,279,250920,Massaranduba,PB,2015,[25075000] Companhia de ??guas e Esgotos da Para??ba - CAGEPA,??gua,13,65400000000,4,23000000000,0,00000000000
2678,Mato Grosso,PB,2702,12389,15,2509370,161,Aparecida,PB,Mato Grosso,PB,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,281,250937,Mato Grosso,PB,2015,"[25075000] Companhia de ??guas e Esgotos da Para??ba - CAGEPA, [25093740] PREFEITURA MUNICIPAL DE MATO GROSSO - PMMG","??gua, Res. S??lidos",2,86900000000,798,00000000000,0,00000000000
2873,Jata??ba,PE,15819,72428,16,2608008,0,Araripina,PE,Jata??ba,PE,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,466,260800,Jata??ba,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,??gua,16,85800000000,2,59200000000,0,00000000000
2875,Jo??o Alfredo,PE,30743,138728,16,2608107,0,Araripina,PE,Jo??o Alfredo,PE,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,468,260810,Jo??o Alfredo,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,??gua,32,93900000000,19,83500000000,0,00000000000
2693,Parari,PB,1256,9583,15,2510659,161,Aparecida,PB,Parari,PB,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,296,251065,Parari,PB,2015,[25075000] Companhia de ??guas e Esgotos da Para??ba - CAGEPA,??gua,1,79500000000,924,00000000000,0,00000000000
2691,Olivedos,PB,3627,17279,15,2510501,161,Aparecida,PB,Olivedos,PB,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,294,251050,Olivedos,PB,2015,[25075000] Companhia de ??guas e Esgotos da Para??ba - CAGEPA,??gua,3,88000000000,2,36900000000,0,00000000000
2792,Altinho,PE,22353,93535,16,2600807,0,Araripina,PE,Altinho,PE,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,387,260080,Altinho,PE,2015,[26116000] Companhia Pernambucana de Saneamento - COMPESA,??gua,22,87600000000,18,19000000000,0,00000000000
2823,Canhotinho,PE,24521,106260,16,2603702,0,Araripina,PE,Canhotinho,PE,0,0,,,0,0,,,,,,,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,0,0,0,00000000000,0,00000000000,0,00000000000,0,00000000000,,0,00000000000,418,260370,Canhotinho,PE,2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA, [26037040] Prefeitura Municipal de Canhotinho - PMC","??gua, Res. S??lidos",24,83700000000,14,18100000000,0,00000000000
